what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1438128671710
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1438128671895
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1438128672069
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1438128672392
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1438128672472
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1438128672636
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1438128672904
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1438128673197
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1438128673496
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1438128673808
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1438128675724
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1438128676655
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1438128677815
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1438128678445
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1438128679974
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438128683744
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438128684750
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438128685950
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438128686691
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438129135168
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438132296916
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438132299007
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438132300575
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438132460115
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438132461666
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438132464424
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438132464558
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438132465110
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438132466461
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438132467418
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1438132469766
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1438132469811
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1438132469836
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1438132469871
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1438132469871
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1438132469871
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1438132469872
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1438132469897
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1438132469897
stopped,bundle,edu.stanford.cs106,1.0.0,"edu.stanford.cs106",1438132469897
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1438132470095
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1438132470101
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1438132470187
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1438132470209
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1438132470250
stopped,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1438132470288
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1438132470289
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1438132470289
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1438132470323
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1438132470324
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1438132470325
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1438132470325
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1440629275984
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1440629275985
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1440629275986
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1440629275994
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1440629276000
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1440629276001
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1440629276030
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1440629276030
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1440629276031
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1440629276055
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1440629276055
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1440629276057
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1440629276060
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1440629276061
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1440629276067
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1440629276067
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1440629276069
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1440629276071
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1440629276072
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1440629276074
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1440629276075
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1440629276075
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1440629276075
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1440629276076
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1440629276076
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1440629276077
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1440629276091
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1440629276105
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1440629276119
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1440629276120
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1440629276153
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1440629276156
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1440629276157
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1440629276203
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1440629276203
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1440629276212
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1440629276220
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1440629276221
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1440629276237
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1440629276240
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1440629276244
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1440629276255
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1440629276255
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1440629276271
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1440629276273
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1440629276273
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1440629276273
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1440629276286
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1440629276287
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1440629276290
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1440629276303
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1440629276303
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1440629276335
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1440629276335
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1440629276338
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1440629276338
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1440629276361
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1440629276361
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1440629276427
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1440629276427
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1440629276453
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1440629276507
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1440629276536
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1440629276543
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1440629276550
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1440629276561
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1440629276571
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1440629276571
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1440629276622
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1440629276628
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1440629276654
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1440629276654
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1440629276669
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1440629276677
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1440629276678
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1440629276681
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1440629276708
started,bundle,edu.stanford.cs106,1.0.0,"edu.stanford.cs106",1440629276709
os,sysinfo,,,"macosx",1440629276712
arch,sysinfo,,,"x86",1440629276712
ws,sysinfo,,,"cocoa",1440629276712
locale,sysinfo,,,"en_US",1440629276712
processors,sysinfo,,,"2",1440629276712
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1440629276712
java.runtime.version,sysinfo,,,"1.6.0_65-b14-468-11M4828a",1440629276712
java.specification.name,sysinfo,,,"Java Platform API Specification",1440629276712
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1440629276712
java.specification.version,sysinfo,,,"1.6",1440629276712
java.vendor,sysinfo,,,"Apple Inc.",1440629276712
java.version,sysinfo,,,"1.6.0_65",1440629276712
java.vm.info,sysinfo,,,"mixed mode",1440629276712
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1440629276712
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1440629276712
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1440629276712
java.vm.specification.version,sysinfo,,,"1.0",1440629276712
java.vm.vendor,sysinfo,,,"Apple Inc.",1440629276712
java.vm.version,sysinfo,,,"20.65-b04-468",1440629276712
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629276756
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1440629276870
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1440629277740
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629279211
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629281835
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1440629282653
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629286713
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629295166
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629296808
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629300813
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1440629303885
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1440629305033
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1440629305153
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1440629305154
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1440629307495
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1440629307495
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1440629310881
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629314683
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629317445
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629318072
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629362988
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629364530
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629575975
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629580114
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629597806
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1440629598032
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1440629598078
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629606059
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629607182
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1440629618614
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629687242
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629718271
activated,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1440629720634
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629726909
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629776584
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629777761
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629872489
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629873137
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629877455
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629879775
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629950720
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629951837
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629952771
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440629953520
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440630097216
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440630097937
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440630174469
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440630175709
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440630221801
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440630222416
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440630238817
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440630239912
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440630243524
